"ident","ins_buzz_max"
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000000/2023427-16-31_Bombus_terrestris_000000_s87_ch3",-1.63
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000000/2023427-16-31_Bombus_terrestris_000000_s88_ch3",-1.05
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000000/2023427-16-31_Bombus_terrestris_000000_s89_ch3",0.27
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000000/2023427-16-31_Bombus_terrestris_000000_s8_ch3",-1.38
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000000/2023427-16-31_Bombus_terrestris_000000_s90_ch3",-0.93
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000000/2023427-16-31_Bombus_terrestris_000000_s91_ch3",-0.09
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000000/2023427-16-31_Bombus_terrestris_000000_s92_ch3",-0.56
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000000/2023427-16-31_Bombus_terrestris_000000_s93_ch3",-0.4
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000000/2023427-16-31_Bombus_terrestris_000000_s94_ch3",-0.76
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000000/2023427-16-31_Bombus_terrestris_000000_s95_ch3",0.02
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000000/2023427-16-31_Bombus_terrestris_000000_s96_ch3",-0.98
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000000/2023427-16-31_Bombus_terrestris_000000_s97_ch3",-0.32
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000000/2023427-16-31_Bombus_terrestris_000000_s98_ch3",-1.12
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000000/2023427-16-31_Bombus_terrestris_000000_s99_ch3",0.56
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000000/2023427-16-31_Bombus_terrestris_000000_s9_ch3",-0.17
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s100_ch1",0.18
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s101_ch1",-0.32
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s102_ch1",0.03
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s103_ch1",0.04
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s104_ch1",0.02
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s105_ch1",0.15
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s106_ch1",-0.44
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s107_ch1",-0.22
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s108_ch1",-1
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s109_ch1",-0.35
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s10_ch1",-0.66
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s110_ch1",-0.61
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s111_ch1",-0.62
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s112_ch1",-0.26
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s113_ch1",-0.65
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s114_ch1",0.44
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s115_ch1",-0.46
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s116_ch1",0.03
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s117_ch1",-0.35
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s118_ch1",-1.04
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s119_ch1",-1.33
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s11_ch1",-0.32
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s120_ch1",-1.19
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s121_ch1",-0.55
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s122_ch1",-0.89
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s123_ch1",-1.7
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s124_ch1",-0.05
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s125_ch1",0.12
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s126_ch1",-0.7
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s127_ch1",-0.16
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s128_ch1",-0.29
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s129_ch1",0.03
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s12_ch1",-1.09
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s130_ch1",0.19
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s131_ch1",-0.57
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s132_ch1",-1.1
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s133_ch1",-0.61
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s134_ch1",-0.11
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s135_ch1",-0.05
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s136_ch1",-1.48
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s137_ch1",-0.32
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s138_ch1",-1.05
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s139_ch1",-0.91
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s13_ch1",-0.57
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s140_ch1",-1.1
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s141_ch1",-0.45
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s142_ch1",-0.27
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s143_ch1",-1.28
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s144_ch1",-1.04
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s145_ch1",-1.59
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s146_ch1",-0.49
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s147_ch1",-0.13
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s148_ch1",-0.49
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s149_ch1",-0.4
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s14_ch1",-0.48
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s150_ch1",0.33
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s151_ch1",0.46
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s152_ch1",-0.48
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s153_ch1",-0.21
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s154_ch1",-0.53
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s155_ch1",0.02
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s156_ch1",-3.49
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s157_ch1",-1.7
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s158_ch1",-2.04
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s159_ch1",-0.4
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s15_ch1",-2.72
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s160_ch1",-0.92
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s161_ch1",-0.86
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s162_ch1",-0.26
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s163_ch1",-0.88
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s164_ch1",-2.91
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s165_ch1",-1.44
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s166_ch1",-2
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s167_ch1",-2.35
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s168_ch1",-1.22
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s169_ch1",-1.15
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s16_ch1",-1.8
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s170_ch1",0.18
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s171_ch1",0.84
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s172_ch1",-0.56
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s173_ch1",-0.38
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s174_ch1",-0.3
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s175_ch1",-0.76
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s176_ch1",0.31
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s177_ch1",-0.15
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s178_ch1",0.22
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s179_ch1",-0.34
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s17_ch1",-2.47
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s180_ch1",-0.38
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s181_ch1",-1.35
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s182_ch1",-0.33
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s183_ch1",-0.25
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s184_ch1",0.47
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s185_ch1",-0.27
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s186_ch1",0.12
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s187_ch1",-0.43
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s188_ch1",-0.08
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s189_ch1",-0.35
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s18_ch1",-0.63
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s190_ch1",-0.91
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s191_ch1",-0.71
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s192_ch1",0.92
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s193_ch1",0.95
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s194_ch1",-0.01
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s195_ch1",0.48
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s196_ch1",1.01
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s197_ch1",-0.71
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s198_ch1",-1.16
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s199_ch1",-1.61
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s19_ch1",-1.05
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s1_ch1",-0.23
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s200_ch1",-0.6
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s201_ch1",-0.41
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s202_ch1",-1.47
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s203_ch1",-0.93
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s204_ch1",-0.17
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s205_ch1",1.46
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s206_ch1",0.73
"Luke - External Data Sources/InsectSound1000/Bombus_terrestris/2023427-16-31/000001/2023427-16-31_Bombus_terrestris_000001_s207_ch1",-0.7
